band,x,y,spatial_ref,admin_commune_2024_10m_b1,admin_quartiers_2024_10m_b1,air_temperature_2017_month_mean_10m_b12,dem_2019_10m_b1,dem_aspect_2019_10m_b1,dem_slope_2019_10m_b1,dem_surface_model_2019_10m_b1,flood_map_2021_10m_b1,hrl_treecover_2018_10m_b1,land_cover_2021_10m_b1,land_use_07_15_18_21_10m_b4,pH_CaCl_10m_b1,protected_areas_2023_10m_b1,public_forests_2024_10m_b1,shadow_2019_10m_b1,soil_map_25000_10m_main_classes_b1,soil_nitrat_10m_b1,twi_2019_10m_b1,Heracleum Mantegazzianum
1,78315.0,78655.0,0,35.0,8.0,286.12265,361.0,225.0,1.0127505,362.38614,0.0,0.0,92.0,210.0,5.173232,0.0,-3.4028235e+38,0.23467532,3.0,2.3193362,0.2092387,False
1,78315.0,75005.0,0,54.0,21.0,290.05365,249.0,198.43495,2.263636,261.44684,0.0,67.0,70.0,313.0,5.35371,0.0,-3.4028235e+38,0.63394463,5.0,2.667378,0.19598337,False
1,78315.0,76125.0,0,35.0,15.0,290.52475,326.0,149.03624,4.16874,327.31693,0.0,0.0,20.0,612.0,5.3149366,0.0,-3.4028235e+38,0.11110316,5.0,1.8383397,0.20778386,False
1,78315.0,74595.0,0,61.0,3.0,290.05066,300.0,144.46233,6.1373796,301.30124,0.0,41.0,20.0,612.0,5.342852,0.0,-3.4028235e+38,0.39981356,5.0,2.5476544,0.20057021,False
1,78315.0,75005.0,0,54.0,21.0,290.05365,249.0,198.43495,2.263636,261.44684,0.0,67.0,70.0,313.0,5.35371,0.0,-3.4028235e+38,0.63394463,5.0,2.667378,0.19598337,False
1,78315.0,74865.0,0,61.0,3.0,290.0833,268.0,10.007984,12.17678,267.08795,0.0,0.0,20.0,612.0,5.3474355,0.0,-3.4028235e+38,0.20402835,5.0,2.645105,0.1980901,False
1,78315.0,77185.0,0,35.0,15.0,288.72128,318.0,318.46823,30.303446,343.3182,0.0,82.0,70.0,313.0,5.546435,0.0,1.0,0.68957174,5.0,2.26388,0.19918075,False
1,78315.0,73145.0,0,61.0,4.0,290.82104,291.0,296.56503,3.1996014,291.08145,0.0,0.0,20.0,612.0,5.575831,0.0,-3.4028235e+38,0.24788927,5.0,1.818851,0.20740901,False
1,78315.0,75155.0,0,75.0,5.0,290.0082,300.0,270.0,5.710593,300.7054,0.0,0.0,20.0,143.0,5.3669057,0.0,-3.4028235e+38,0.072720334,5.0,2.6431649,0.23330672,False
1,77965.0,72705.0,0,61.0,4.0,290.81155,291.0,315.0,1.0127505,298.465,0.0,0.0,10.0,113.0,5.6693897,0.0,-3.4028235e+38,0.12756434,5.0,1.8194168,0.20401119,False
1,77965.0,78055.0,0,35.0,8.0,289.27942,269.0,254.05461,10.315083,275.6203,0.0,0.0,20.0,111.0,5.5406666,0.0,-3.4028235e+38,0.37444887,5.0,2.10792,0.19803041,False
1,77965.0,77915.0,0,35.0,8.0,289.56076,246.0,191.30994,10.825043,245.94017,0.0,0.0,91.0,115.0,5.619952,0.0,-3.4028235e+38,0.10390248,5.0,2.1039436,0.23028046,False
1,77965.0,73055.0,0,61.0,4.0,291.28638,285.0,360.0,2.8624053,290.11856,0.0,0.0,20.0,113.0,5.6612034,0.0,-3.4028235e+38,0.42463335,5.0,1.881176,0.19467033,False
1,77965.0,76245.0,0,35.0,15.0,290.2195,323.0,206.56505,6.3793707,322.8535,0.0,0.0,20.0,115.0,5.276372,0.0,-3.4028235e+38,0.25251308,5.0,1.9802756,0.21390843,False
1,77965.0,74315.0,0,61.0,3.0,290.04602,294.0,180.0,2.8624053,308.60446,0.0,53.0,70.0,115.0,5.3528633,0.0,-3.4028235e+38,0.7251498,5.0,2.219763,0.18805048,False
1,77965.0,75075.0,0,75.0,12.0,290.76236,284.0,351.8699,5.051152,278.316,0.0,0.0,91.0,115.0,5.321123,0.0,-3.4028235e+38,0.20532443,5.0,2.5430052,0.1937638,False
1,77965.0,75055.0,0,75.0,12.0,290.76236,286.0,341.56506,2.263636,288.2363,0.0,0.0,91.0,115.0,5.321123,0.0,-3.4028235e+38,0.19551425,5.0,2.5891023,0.18460709,False
1,77965.0,76365.0,0,35.0,15.0,290.0525,325.0,294.44394,8.588925,329.01813,0.0,0.0,20.0,612.0,5.2420874,0.0,-3.4028235e+38,0.29763994,5.0,1.9869598,0.19172578,False
1,77965.0,75045.0,0,75.0,12.0,290.76236,286.0,90.0,1.4320962,288.5919,0.0,0.0,91.0,115.0,5.3082976,0.0,-3.4028235e+38,0.19707829,5.0,2.5891023,0.19911353,False
1,77965.0,75795.0,0,75.0,15.0,290.97165,310.0,243.43495,3.1996014,310.9955,0.0,0.0,91.0,115.0,5.3422027,0.0,-3.4028235e+38,0.37724397,5.0,2.1089263,0.4775693,False
1,77965.0,75385.0,0,75.0,7.0,290.68915,259.0,330.9454,14.434093,277.41275,0.0,71.0,70.0,134.0,5.353556,0.0,-3.4028235e+38,0.7845581,5.0,2.3758843,0.18169704,False
1,77965.0,74905.0,0,54.0,12.0,290.19943,268.0,172.94215,52.90593,276.69595,0.0,0.0,20.0,620.0,5.296632,0.0,-3.4028235e+38,0.264081,5.0,2.6211083,0.15619463,False
1,77965.0,73015.0,0,61.0,4.0,291.20316,286.0,333.43497,3.1996014,292.50348,0.0,0.0,10.0,111.0,5.667204,0.0,-3.4028235e+38,0.5735813,5.0,1.881176,0.19371465,False
1,77965.0,74155.0,0,61.0,3.0,290.0713,286.0,135.0,3.0357237,286.85114,0.0,0.0,20.0,612.0,5.3834662,0.0,-3.4028235e+38,0.2635313,5.0,2.0705397,0.2161716,False
1,77965.0,75585.0,0,75.0,7.0,290.78723,245.0,150.94539,7.333392,264.32272,0.0,80.0,70.0,134.0,5.358721,0.0,-3.4028235e+38,0.66550165,5.0,2.233155,0.18663347,False
1,77965.0,75155.0,0,75.0,7.0,290.96674,257.0,334.98312,22.480927,257.8247,0.0,0.0,20.0,612.0,5.3334823,0.0,-3.4028235e+38,0.36814195,5.0,2.5430052,0.21556616,False
1,77965.0,72295.0,0,0.0,0.0,290.95966,293.0,270.0,2.8624053,293.92377,0.0,0.0,20.0,0.0,5.8409576,0.0,-3.4028235e+38,0.24170347,5.0,1.9994726,0.20020233,False
1,77965.0,74795.0,0,61.0,3.0,289.95892,244.0,323.74615,13.089463,245.38037,1.0,0.0,60.0,512.0,5.289642,0.0,-3.4028235e+38,0.86520106,5.0,2.6291182,0.37445492,False
1,77965.0,74195.0,0,61.0,3.0,290.0713,288.0,153.43495,3.1996014,296.3434,0.0,0.0,10.0,111.0,5.3834662,0.0,-3.4028235e+38,0.57885265,5.0,2.1317437,0.30563065,False
1,77965.0,77315.0,0,35.0,24.0,288.81308,334.0,276.34018,6.4579544,336.09836,0.0,0.0,91.0,450.0,5.572045,250.0,-3.4028235e+38,0.40411922,5.0,2.2117915,0.18913738,False
1,77965.0,72515.0,0,0.0,0.0,290.94464,292.0,251.56505,2.263636,293.18555,0.0,0.0,20.0,0.0,5.77453,0.0,-3.4028235e+38,0.34034213,5.0,1.8839731,0.20974296,False
1,77965.0,79235.0,0,35.0,8.0,289.07974,293.0,291.80142,15.069955,318.74246,0.0,79.0,70.0,313.0,5.7037783,250.0,-3.4028235e+38,0.72966146,8.0,2.6189437,0.19987333,False
1,77965.0,74165.0,0,61.0,3.0,290.0713,287.0,135.0,3.0357237,292.5939,0.0,0.0,20.0,111.0,5.3834662,0.0,-3.4028235e+38,0.49096623,5.0,2.0705397,0.19032726,False
1,77965.0,76745.0,0,35.0,15.0,289.06766,326.0,225.0,5.051152,330.2095,0.0,0.0,20.0,111.0,5.245753,0.0,-3.4028235e+38,0.25574765,3.0,2.0807343,0.20992738,False
1,77965.0,79075.0,0,35.0,8.0,288.961,305.0,270.0,11.309933,333.21786,0.0,84.0,70.0,313.0,5.669259,250.0,-3.4028235e+38,0.5310559,3.0,2.5606952,0.22489497,False
1,77965.0,75195.0,0,75.0,7.0,290.96674,240.0,171.8699,5.051152,254.75172,1.0,60.0,70.0,133.0,5.3334823,0.0,-3.4028235e+38,0.72352916,5.0,2.4927216,0.18268415,False
1,77965.0,74365.0,0,61.0,3.0,290.16486,298.0,210.96376,4.16874,299.6385,0.0,0.0,20.0,143.0,5.3276343,0.0,-3.4028235e+38,0.15784702,5.0,2.219763,0.22503148,False
1,77965.0,78455.0,0,35.0,8.0,289.0963,305.0,266.1859,10.642691,308.1482,0.0,0.0,20.0,133.0,5.459482,0.0,-3.4028235e+38,0.38379213,5.0,2.2601707,0.17513107,False
1,77965.0,78015.0,0,35.0,8.0,289.46103,265.0,225.0,8.049468,280.71188,0.0,70.0,70.0,313.0,5.583129,0.0,1.0,0.69396114,5.0,2.10792,0.24950567,False
1,77965.0,76145.0,0,35.0,15.0,290.32874,316.0,180.0,2.8624053,324.62265,0.0,0.0,10.0,115.0,5.2990394,0.0,-3.4028235e+38,0.21258022,5.0,1.9923451,0.19334286,False
1,77965.0,70015.0,0,0.0,0.0,287.43228,289.0,60.94539,7.333392,309.1798,0.0,66.0,70.0,0.0,5.5228643,0.0,-3.4028235e+38,0.5922655,4.0,2.5777647,0.18254198,False
1,77965.0,74985.0,0,75.0,12.0,290.42535,285.0,90.0,2.8624053,285.282,0.0,0.0,91.0,115.0,5.3082976,0.0,-3.4028235e+38,0.38327834,5.0,2.5891023,0.19283691,False
1,77965.0,72015.0,0,0.0,0.0,290.67776,291.0,180.0,2.8624053,292.22394,0.0,0.0,20.0,0.0,5.8170257,0.0,-3.4028235e+38,0.50267226,5.0,2.117166,0.23354736,False
1,77965.0,72205.0,0,0.0,0.0,290.80548,292.0,251.56505,2.263636,293.3417,0.0,0.0,91.0,0.0,5.8484344,0.0,-3.4028235e+38,0.39848337,5.0,2.0554416,0.2052726,False
1,77965.0,75145.0,0,75.0,7.0,290.96674,262.0,341.56506,33.90047,266.63083,0.0,0.0,10.0,111.0,5.321123,0.0,-3.4028235e+38,0.4000903,5.0,2.5430052,0.18365334,False
1,77965.0,74865.0,0,54.0,12.0,290.19943,246.0,144.46233,6.1373796,269.0555,0.0,0.0,20.0,133.0,5.296632,0.0,-3.4028235e+38,0.2620441,5.0,2.6291182,0.21053319,False
1,77965.0,75785.0,0,75.0,15.0,290.97165,310.0,281.30994,3.6469705,310.28668,0.0,0.0,91.0,115.0,5.3422027,0.0,-3.4028235e+38,0.40277287,5.0,2.1089263,0.4693732,False
1,77965.0,77165.0,0,35.0,24.0,288.86368,321.0,180.0,11.309933,331.3109,0.0,69.0,70.0,313.0,5.5110087,250.0,-3.4028235e+38,0.6717437,5.0,2.1598341,0.1938264,False
1,77965.0,76015.0,0,35.0,15.0,290.51184,306.0,306.8699,14.036243,316.12857,0.0,0.0,20.0,312.0,5.316951,0.0,-3.4028235e+38,0.1355745,5.0,2.0199664,0.21310689,False
1,77965.0,74865.0,0,54.0,12.0,290.19943,246.0,144.46233,6.1373796,269.0555,0.0,0.0,20.0,133.0,5.296632,0.0,-3.4028235e+38,0.2620441,5.0,2.6291182,0.21053319,False
1,77965.0,76005.0,0,35.0,15.0,290.51184,310.0,300.96375,23.620789,312.35294,0.0,0.0,20.0,312.0,5.316951,0.0,2.0,0.272303,5.0,2.0199664,0.20103645,False
1,77965.0,75415.0,0,75.0,7.0,290.68915,253.0,338.19858,15.069955,253.53412,0.0,0.0,20.0,612.0,5.353556,0.0,-3.4028235e+38,0.5912635,5.0,2.3758843,0.19793351,False
1,77965.0,74865.0,0,54.0,12.0,290.19943,246.0,144.46233,6.1373796,269.0555,0.0,0.0,20.0,133.0,5.296632,0.0,-3.4028235e+38,0.2620441,5.0,2.6291182,0.21053319,False
1,77965.0,76315.0,0,35.0,15.0,290.2195,326.0,206.56505,3.1996014,325.78995,0.0,0.0,91.0,115.0,5.2565784,0.0,-3.4028235e+38,0.39214838,7.0,1.9869598,0.20704475,False
1,77965.0,75005.0,0,75.0,12.0,290.42535,285.0,90.0,2.8624053,279.08212,0.0,0.0,20.0,115.0,5.3082976,0.0,-3.4028235e+38,0.30900672,5.0,2.5891023,0.2158695,False
1,77965.0,75655.0,0,75.0,7.0,290.02783,262.0,151.31386,37.059753,265.405,0.0,0.0,80.0,313.0,5.3527765,0.0,-3.4028235e+38,0.22030959,5.0,2.233155,0.21006225,False
1,77965.0,78295.0,0,35.0,8.0,289.07812,293.0,257.00537,9.468127,301.67126,0.0,59.0,70.0,133.0,5.4739428,0.0,-3.4028235e+38,0.6729185,5.0,2.2158468,0.28591612,False
1,77965.0,76935.0,0,35.0,15.0,288.92578,313.0,318.9452,27.197277,325.65067,0.0,76.0,70.0,313.0,5.3251576,0.0,-3.4028235e+38,0.6971574,5.0,2.1023748,0.190253,False
1,77965.0,74785.0,0,61.0,3.0,289.95892,248.0,329.03625,20.023485,267.49524,0.0,82.0,70.0,144.0,5.289642,0.0,-3.4028235e+38,0.7717384,5.0,2.6291182,0.20645334,False
1,77965.0,75295.0,0,75.0,7.0,290.79828,256.0,164.74489,29.686932,267.8474,0.0,0.0,70.0,111.0,5.344564,0.0,-3.4028235e+38,0.60088915,5.0,2.4401615,0.16973978,False
1,77965.0,79015.0,0,35.0,8.0,288.94333,303.0,255.96376,11.648635,330.1963,0.0,92.0,70.0,313.0,5.627405,250.0,-3.4028235e+38,0.51807094,8.0,2.505195,0.18564643,False
1,77965.0,78245.0,0,35.0,8.0,289.07812,291.0,243.43495,9.520203,294.67462,0.0,67.0,70.0,111.0,5.5011816,0.0,-3.4028235e+38,0.6635662,5.0,2.1708827,0.195895,False
1,77965.0,74245.0,0,61.0,3.0,290.04602,291.0,206.56505,3.1996014,295.6964,0.0,0.0,10.0,115.0,5.3834662,0.0,-3.4028235e+38,0.26834387,5.0,2.1317437,0.22108777,False
1,77965.0,74785.0,0,61.0,3.0,289.95892,248.0,329.03625,20.023485,267.49524,0.0,82.0,70.0,144.0,5.289642,0.0,-3.4028235e+38,0.7717384,5.0,2.6291182,0.20645334,False
1,77965.0,75495.0,0,75.0,7.0,290.8149,239.0,156.8014,5.438008,241.7337,1.0,0.0,20.0,612.0,5.358765,0.0,-3.4028235e+38,0.3928131,5.0,2.3050003,0.2626441,False
1,77965.0,75005.0,0,75.0,12.0,290.42535,285.0,90.0,2.8624053,279.08212,0.0,0.0,20.0,115.0,5.3082976,0.0,-3.4028235e+38,0.30900672,5.0,2.5891023,0.2158695,False
1,77965.0,75155.0,0,75.0,7.0,290.96674,257.0,334.98312,22.480927,257.8247,0.0,0.0,20.0,612.0,5.3334823,0.0,-3.4028235e+38,0.36814195,5.0,2.5430052,0.21556616,False
1,77965.0,77015.0,0,35.0,24.0,288.92578,278.0,348.69006,20.928177,279.96118,0.0,0.0,80.0,111.0,5.3844147,0.0,-3.4028235e+38,0.5611399,5.0,2.124755,0.19175442,False
1,77965.0,73825.0,0,61.0,3.0,290.3492,277.0,251.56505,2.263636,278.74573,0.0,0.0,20.0,612.0,5.518309,0.0,-3.4028235e+38,0.56586474,5.0,2.030003,0.21444613,False
1,77965.0,77515.0,0,35.0,24.0,289.01898,274.0,329.03625,16.253918,274.5717,0.0,0.0,91.0,111.0,5.658384,0.0,-3.4028235e+38,0.5010565,5.0,2.2091565,0.17622201,False
1,77965.0,75465.0,0,75.0,7.0,290.8149,247.0,315.0,11.004088,255.04135,0.0,0.0,70.0,111.0,5.358765,0.0,-3.4028235e+38,0.56248504,5.0,2.3758843,0.17290677,False
1,77965.0,75515.0,0,75.0,7.0,290.8149,241.0,180.0,2.8624053,251.42732,1.0,0.0,10.0,111.0,5.358765,0.0,-3.4028235e+38,0.34065217,5.0,2.3050003,0.33776116,False
1,77965.0,76985.0,0,35.0,24.0,288.92578,293.0,331.8584,31.364786,311.22253,0.0,69.0,70.0,313.0,5.3844147,0.0,1.0,0.6554768,5.0,2.124755,0.17785811,False
1,77965.0,74165.0,0,61.0,3.0,290.0713,287.0,135.0,3.0357237,292.5939,0.0,0.0,20.0,111.0,5.3834662,0.0,-3.4028235e+38,0.49096623,5.0,2.0705397,0.19032726,False
1,77965.0,75565.0,0,75.0,7.0,290.78723,244.0,153.43495,3.1996014,249.90352,1.0,77.0,70.0,134.0,5.358721,0.0,-3.4028235e+38,0.7475788,5.0,2.3050003,0.21795575,False
1,77965.0,72485.0,0,0.0,0.0,290.94464,292.0,251.56505,2.263636,293.51816,0.0,0.0,20.0,0.0,5.77453,0.0,-3.4028235e+38,0.40197492,5.0,1.8839731,0.30721116,False
1,77965.0,75695.0,0,75.0,7.0,290.02783,287.0,146.51382,44.25122,302.88348,0.0,65.0,70.0,313.0,5.3527765,0.0,2.0,0.68716556,5.0,2.1659932,0.21812388,False
1,77965.0,75085.0,0,75.0,12.0,290.76236,283.0,303.69006,5.1506524,284.51456,0.0,0.0,20.0,133.0,5.321123,0.0,-3.4028235e+38,0.3701701,5.0,2.5430052,0.18341014,False
1,77965.0,75445.0,0,75.0,7.0,290.8149,249.0,315.0,8.049468,252.32648,0.0,0.0,70.0,111.0,5.353556,0.0,-3.4028235e+38,0.56172276,5.0,2.3758843,0.19859056,False
1,77965.0,76005.0,0,35.0,15.0,290.51184,310.0,300.96375,23.620789,312.35294,0.0,0.0,20.0,312.0,5.316951,0.0,2.0,0.272303,5.0,2.0199664,0.20103645,False
1,77965.0,74855.0,0,54.0,12.0,290.19943,245.0,123.69006,5.1506524,253.7227,0.0,0.0,20.0,133.0,5.296632,0.0,-3.4028235e+38,0.31946242,5.0,2.6291182,0.22486408,False
1,77965.0,76435.0,0,35.0,15.0,289.76572,320.0,306.8699,7.125016,350.04364,0.0,0.0,10.0,160.0,5.2420874,0.0,-3.4028235e+38,0.39871275,5.0,2.0155997,0.20126417,False
1,77965.0,76175.0,0,35.0,15.0,290.32874,317.0,180.0,2.8624053,324.98218,0.0,0.0,10.0,115.0,5.276372,0.0,-3.4028235e+38,0.35695782,5.0,1.9802756,0.33571184,False
1,77965.0,78675.0,0,35.0,8.0,289.00815,290.0,284.74356,13.797973,312.92316,0.0,87.0,70.0,313.0,5.501017,0.0,1.0,0.7285785,5.0,2.380741,0.22477128,False
1,77965.0,76015.0,0,35.0,15.0,290.51184,306.0,306.8699,14.036243,316.12857,0.0,0.0,20.0,312.0,5.316951,0.0,-3.4028235e+38,0.1355745,5.0,2.0199664,0.21310689,False
1,77965.0,77915.0,0,35.0,8.0,289.56076,246.0,191.30994,10.825043,245.94017,0.0,0.0,91.0,115.0,5.619952,0.0,-3.4028235e+38,0.10390248,5.0,2.1039436,0.23028046,False
1,77965.0,74625.0,0,75.0,3.0,290.0211,293.0,281.30994,3.6469705,304.8007,0.0,0.0,70.0,134.0,5.2943683,0.0,-3.4028235e+38,0.6952803,5.0,2.5337787,0.1692202,False
1,77965.0,74055.0,0,61.0,3.0,290.0515,282.0,135.0,1.0127505,283.34946,0.0,0.0,20.0,612.0,5.4172273,0.0,-3.4028235e+38,0.28982455,5.0,2.044804,0.21120058,False
1,77965.0,71015.0,0,0.0,0.0,288.39175,309.0,296.56503,3.1996014,309.22842,0.0,0.0,92.0,0.0,5.5165186,0.0,-3.4028235e+38,0.07871399,8.0,2.2519388,0.20905285,False
1,77965.0,78615.0,0,35.0,8.0,289.13406,298.0,297.34988,22.20139,319.0606,0.0,89.0,70.0,313.0,5.473744,0.0,1.0,0.5943623,5.0,2.3434496,0.20407301,False
1,77965.0,78015.0,0,35.0,8.0,289.46103,265.0,225.0,8.049468,280.71188,0.0,70.0,70.0,313.0,5.583129,0.0,1.0,0.69396114,5.0,2.10792,0.24950567,False
1,77965.0,77195.0,0,35.0,24.0,288.86368,326.0,201.0375,9.876473,333.01923,0.0,76.0,70.0,313.0,5.5110087,250.0,-3.4028235e+38,0.65821916,5.0,2.1905847,0.20177074,False
1,77965.0,75825.0,0,75.0,15.0,290.97165,313.0,210.96376,8.293805,325.6075,0.0,0.0,10.0,115.0,5.3422027,0.0,-3.4028235e+38,0.59596467,5.0,2.1089263,0.43771148,False
1,77965.0,75515.0,0,75.0,7.0,290.8149,241.0,180.0,2.8624053,251.42732,1.0,0.0,10.0,111.0,5.358765,0.0,-3.4028235e+38,0.34065217,5.0,2.3050003,0.33776116,False
1,77965.0,75575.0,0,75.0,7.0,290.78723,244.0,149.03624,4.16874,259.60095,0.0,81.0,70.0,134.0,5.358721,0.0,-3.4028235e+38,0.68930465,5.0,2.233155,0.18018326,False
1,77965.0,75345.0,0,75.0,7.0,290.68915,266.0,270.0,2.8624053,276.54413,0.0,0.0,70.0,134.0,5.344564,0.0,-3.4028235e+38,0.71008956,5.0,2.4401615,0.18522216,False
1,77965.0,72775.0,0,61.0,4.0,290.91376,290.0,45.0,3.0357237,301.40298,0.0,0.0,10.0,111.0,5.658478,0.0,-3.4028235e+38,0.27540782,5.0,1.8202108,0.20463601,False
1,77965.0,76785.0,0,35.0,15.0,289.06766,329.0,296.56503,3.1996014,333.0748,0.0,0.0,80.0,111.0,5.2773533,0.0,-3.4028235e+38,0.43455052,8.0,2.0897894,0.18925247,False
1,77965.0,75535.0,0,75.0,7.0,290.78723,242.0,171.8699,5.051152,243.72333,1.0,61.0,80.0,111.0,5.358765,0.0,-3.4028235e+38,0.44514278,5.0,2.3050003,0.19459026,False
1,77965.0,73015.0,0,61.0,4.0,291.20316,286.0,333.43497,3.1996014,292.50348,0.0,0.0,10.0,111.0,5.667204,0.0,-3.4028235e+38,0.5735813,5.0,1.881176,0.19371465,False
1,77965.0,78655.0,0,35.0,8.0,289.00815,291.0,293.9625,13.832303,309.5417,0.0,82.0,70.0,313.0,5.501017,0.0,1.0,0.83396333,5.0,2.3434496,0.21772677,False
1,77965.0,75005.0,0,75.0,12.0,290.42535,285.0,90.0,2.8624053,279.08212,0.0,0.0,20.0,115.0,5.3082976,0.0,-3.4028235e+38,0.30900672,5.0,2.5891023,0.2158695,False
1,77965.0,76125.0,0,35.0,15.0,290.2928,315.0,161.56505,6.762861,319.83234,0.0,0.0,10.0,115.0,5.2990394,0.0,-3.4028235e+38,0.22707617,5.0,1.9923451,0.17759836,False
1,77965.0,74595.0,0,75.0,3.0,290.0211,294.0,303.69006,5.1506524,296.1699,0.0,0.0,10.0,115.0,5.2943683,0.0,-3.4028235e+38,0.2962936,5.0,2.5337787,0.26392746,False
1,77965.0,75005.0,0,75.0,12.0,290.42535,285.0,90.0,2.8624053,279.08212,0.0,0.0,20.0,115.0,5.3082976,0.0,-3.4028235e+38,0.30900672,5.0,2.5891023,0.2158695,False
1,77965.0,74865.0,0,54.0,12.0,290.19943,246.0,144.46233,6.1373796,269.0555,0.0,0.0,20.0,133.0,5.296632,0.0,-3.4028235e+38,0.2620441,5.0,2.6291182,0.21053319,False
1,77965.0,77185.0,0,35.0,24.0,288.86368,325.0,195.94539,10.315083,336.24414,0.0,78.0,70.0,313.0,5.5110087,250.0,-3.4028235e+38,0.5233225,5.0,2.1905847,0.19497162,False
1,77965.0,73145.0,0,61.0,4.0,291.03186,283.0,251.56505,2.263636,294.3961,0.0,0.0,10.0,111.0,5.6612034,0.0,-3.4028235e+38,0.18202764,5.0,1.9158711,0.19051927,False
1,77965.0,75155.0,0,75.0,7.0,290.96674,257.0,334.98312,22.480927,257.8247,0.0,0.0,20.0,612.0,5.3334823,0.0,-3.4028235e+38,0.36814195,5.0,2.5430052,0.21556616,False
1,78825.0,72705.0,0,0.0,0.0,289.54956,279.0,80.53768,8.64667,280.93814,0.0,0.0,92.0,0.0,5.6274304,0.0,-3.4028235e+38,0.5594652,8.0,2.0990264,0.236633,False
1,78825.0,78055.0,0,0.0,0.0,288.78476,348.0,342.4076,28.26449,370.8235,0.0,69.0,70.0,0.0,5.310169,250.0,-3.4028235e+38,0.74925864,0.0,2.5480373,0.17106466,False
1,78825.0,77915.0,0,35.0,24.0,285.99817,356.0,-9999.0,0.0,357.4923,0.0,0.0,92.0,210.0,5.4325843,0.0,-3.4028235e+38,0.06906014,0.0,2.525374,0.2118062,False
1,78825.0,73055.0,0,0.0,0.0,287.31357,310.0,161.56505,4.520228,311.18402,0.0,0.0,92.0,0.0,5.6451945,0.0,-3.4028235e+38,0.054488294,8.0,2.0225472,0.20514598,False
1,78825.0,76245.0,0,35.0,19.0,290.47183,325.0,149.03624,4.16874,325.82697,0.0,18.0,20.0,114.0,5.296625,0.0,-3.4028235e+38,0.28715378,0.0,1.8564491,0.20055106,False
1,78825.0,74315.0,0,54.0,13.0,290.23746,291.0,149.03624,4.16874,293.85974,0.0,0.0,92.0,210.0,5.5647297,0.0,-3.4028235e+38,0.045451757,3.0,2.3115957,0.21688846,False
1,78825.0,75075.0,0,54.0,21.0,289.85733,263.0,156.8014,10.779772,264.74112,0.0,0.0,20.0,113.0,5.414593,0.0,-3.4028235e+38,0.36849102,3.0,2.5836897,0.21041712,False
1,78825.0,75055.0,0,54.0,21.0,289.85733,263.0,293.74948,18.850548,264.17725,0.0,0.0,20.0,612.0,5.414593,0.0,-3.4028235e+38,0.6050318,3.0,2.5882103,0.20607775,False
1,78825.0,76365.0,0,35.0,15.0,290.4938,330.0,26.565046,3.1996014,332.84775,0.0,0.0,91.0,612.0,5.3208737,0.0,-3.4028235e+38,0.11438926,0.0,1.8280284,0.21660306,False
1,78825.0,75045.0,0,54.0,21.0,289.85733,264.0,289.23068,29.65134,283.31012,0.0,0.0,70.0,313.0,5.4439144,0.0,1.0,0.7162833,3.0,2.5882103,0.1417446,False
1,78825.0,75795.0,0,35.0,19.0,288.12866,273.0,313.21008,29.508194,272.6727,0.0,0.0,80.0,111.0,5.3446393,0.0,-3.4028235e+38,0.5773253,3.0,2.1442204,0.19001062,False
1,78825.0,75385.0,0,54.0,5.0,289.80237,323.0,198.43495,2.263636,324.8147,0.0,43.0,20.0,612.0,5.36118,0.0,-3.4028235e+38,0.25559133,5.0,2.46312,0.21918327,False
1,78825.0,74905.0,0,54.0,21.0,289.91357,290.0,242.35402,16.506227,316.35757,0.0,74.0,70.0,313.0,5.4757414,0.0,1.0,0.45035577,5.0,2.5784762,0.1775079,False
1,78825.0,73015.0,0,0.0,0.0,287.24365,308.0,180.0,2.8624053,308.72443,0.0,0.0,92.0,0.0,5.651753,0.0,-3.4028235e+38,0.04883641,8.0,2.0225472,0.20816568,False
1,78825.0,74155.0,0,54.0,13.0,289.8297,249.0,135.0,1.0127505,255.02425,1.0,78.0,60.0,511.0,5.566068,0.0,-3.4028235e+38,0.6199293,11.0,2.1906147,0.38051406,False
1,78825.0,75585.0,0,35.0,5.0,289.7824,325.0,-9999.0,0.0,326.69614,0.0,0.0,20.0,111.0,5.3536325,0.0,-3.4028235e+38,0.2689435,11.0,2.320428,0.21151094,False
1,78825.0,75155.0,0,54.0,5.0,289.88205,301.0,151.46002,39.044003,313.39984,0.0,64.0,70.0,313.0,5.3903217,0.0,-3.4028235e+38,0.8190284,3.0,2.5836897,0.20196976,False
1,78825.0,72295.0,0,0.0,0.0,289.49173,295.0,251.56505,6.762861,304.71545,0.0,87.0,70.0,0.0,5.4962816,0.0,-3.4028235e+38,0.6024411,3.0,2.1765885,0.17682922,False
1,78825.0,74795.0,0,54.0,21.0,289.85425,267.0,278.97263,35.803925,268.54266,0.0,56.0,80.0,313.0,5.5042396,0.0,-3.4028235e+38,0.62356955,3.0,2.5568986,0.20247345,False
1,78825.0,74195.0,0,54.0,13.0,289.8297,253.0,153.43495,9.520203,265.9614,0.0,84.0,70.0,313.0,5.566068,0.0,-3.4028235e+38,0.7519516,11.0,2.2488384,0.21845306,False
1,78825.0,77315.0,0,35.0,15.0,288.84204,348.0,135.0,3.0357237,352.72934,0.0,0.0,20.0,612.0,5.6154275,0.0,-3.4028235e+38,0.59001887,0.0,2.263753,0.19444051,False
